<phenotype>								
taxa	data	data	data	data	data	data	data	data
Taxa	PH	EH	SHL	ASI	LAZY	KRN	KWT	albino
397-12	207.22	118.89	14.82	0.33	0	13.33	3.4	0
370-16	221.25	115	35.56	-0.75	0	12.17	3.59	0
370-17	175.42	97.08	16.09	-0.5	0	10.67	3.57	0
370-18	179.17	84.17	17.78	-0.5	0	11.08	3.05	0
370-19	202.22	117.78	12.28	0	0	10.22	4.1	0
370-20	183.33	107.08	22.01	-0.25	0	11.5	3.8	0
370-21	179.17	88.33	41.91	-1	0	11.25	3.51	0
397-15	165.83	93.75	11.85	-0.25	0	11.83	3.17	0
370-23	193.33	109.58	14.82	-0.5	0	10.67	3.71	0
370-24	202.5	111.25	12.7	-1.25	0	11	3.23	0
370-25	173.75	96.67	13.97	-1.75	0	14.42	2.94	0
370-26	186.25	105.42	19.47	-0.5	0	12.83	4.15	0
370-27	202.92	122.92	14.39	-1	0	13	3.33	0
370-28	235.56	158.33	19.47	0	0	11.22	2.38	0
370-29	221.67	124.58	13.55	0	0	12.33	4.67	0
370-30	208.75	127.92	14.82	-0.5	0	11.08	3.82	0
370-31	178.75	76.25	15.66	-1.25	0	11.17	3.52	0
371-1	169.44	91.11	27.52	-0.67	0	11.17	4.03	20
371-2	171.87	102.08	15.66	-0.33	0	10.33	3.91	0
413-16	197.5	112.08	13.55	-0.75	0	12.83	3.54	0
371-4	180.83	98.75	19.47	-0.75	0	18.5	3.34	0
371-5	165	82.22	24.13	-0.67	0	12	3.59	0
371-6	183.33	101.67	15.66	-0.25	0	12.83	3.26	0
371-7	218.75	117.08	14.39	-1.75	0	11.25	4.25	0
395-11	181.25	97.92	18.2	0.5	0	12.5	3.47	0
371-9	194.45	120.55	16.51	-1	0	9.33	3.26	0
371-10	176.67	87.08	21.17	-1.75	0	12.75	3.04	0
371-11	205.83	118.33	13.97	-0.75	0	11.75	4.05	0
371-12	196.25	103.75	19.9	-1.5	0	11.5	3.98	0
398-1	198.75	110	15.66	-0.5	0	14	4.32	0
371-14	205	123.33	13.12	-0.25	0	12.08	3.68	0
371-15	190	109.58	22.86	-0.5	0	13.08	3.39	0
371-16	179.17	107.5	14.82	-0.5	0	13	3.29	0
371-17	210	119.16	16.93	-0.75	0	11.83	2.98	0
371-18	190.83	106.25	16.51	-0.25	54.17	9	3.76	0
371-19	215.42	107.08	13.97	-1.5	0	11.42	4.26	0
371-20	192.92	116.25	11.43	-1	0	12.17	3.36	0
371-21	215	126.67	20.32	1	0	14.11	3.56	0
371-23	202.22	128.33	19.47	-0.67	0	10.89	2.64	0
371-24	192.08	86.25	19.47	-0.75	0	15.33	3.22	0
371-25	203.33	118.33	11.43	0.67	0	13.33	4	0
371-26	185.83	102.5	18.2	-1	0	16.33	3.57	0
371-27	177.5	101.67	24.55	-1.25	0	13.33	3.19	0
371-28	157.08	72.92	22.86	-1.25	0	12.67	3.78	0
399-15	187.5	94.58	19.9	-1	0	14.5	3.85	0
371-30	186.67	105	20.74	0	0	9.67	3.31	0
371-31	192.5	106.25	12.7	-0.25	0	10.33	2.8	0
371-32	219.17	120.83	20.74	-1.75	12.5	12.17	3.65	0
371-34	179.17	106.25	13.97	0	0	10.67	3.34	0
371-35	204.17	99.58	13.55	-0.5	0	13.04	3.33	0
399-25	194.58	100	19.47	-1	0	11	3.76	0
371-37	172.5	84.17	21.59	-0.75	0	12.17	3.69	0
371-38	189.58	95.42	12.7	-0.25	0	14.83	3.27	0
371-39	191.25	117.92	13.97	-0.5	0	11.5	3.74	0
372-1	175	87.78	11.43	0	0	14.67	3.22	0
372-2	178.33	97.92	12.28	-0.5	0	13.56	4.14	0
397-2	181.11	89.45	24.13	0	0	14.33	3.79	0
372-4	203.75	90.5	14.39	0	0	14.67	3.87	0
372-5	198.75	109.17	20.74	-0.25	0	10.58	3.67	0
372-6	184.58	104.17	36.41	0	0	11.83	3.47	0
372-7	200.83	107.08	13.55	0	0	11.17	3.99	0
399-7	189.17	120.42	16.51	-1.5	0	12.42	3.83	0
372-9	203.89	114.44	14.39	-0.67	0	10.44	4.01	0
399-10	180	101.67	26.67	-1.5	0	11.67	3.7	0
372-11	172.22	95.56	11.01	0	0	13.33	2.95	0
372-12	229.44	132.78	14.82	1.33	0	14.67	3.4	0
399-26	173.33	90	13.55	-0.75	0	13	3.32	0
372-14	147.92	84.17	12.7	-0.75	0	10.92	3.87	0
372-15	202.92	104.17	31.75	2.25	0	12.17	3.31	0
399-11	187.08	98.33	17.78	-0.5	0	12.08	3.23	0
399-19	212.5	124.58	16.93	-1.5	0	15.67	3.97	0
399-14	176.67	90.42	16.93	-0.25	0	12.67	2.95	0
372-19	166.67	84.58	13.97	-0.75	0	13.83	3.19	0
372-20	199.44	107.78	16.93	1.33	0	9.44	4.01	0
372-21	150.42	68.75	14.82	-0.5	0	13.67	3.03	0
372-22	205	123.33	13.97	0	0	12.89	3.19	0
372-23	165	85.83	14.39	-1	0	11.17	3.56	0
372-24	195.42	96.67	25.4	-1.5	0	10.25	4.28	0
372-25	194.45	88.89	16.93	-0.67	0	14.89	3.37	0
372-26	179.58	95.08	11.43	0	0	14.17	2.95	0
372-27	185.83	86.25	15.24	-1.25	0	12.75	3.13	0
373-3	185.42	111.67	16.93	-0.25	0	11.33	2.85	0
373-4	167.78	102.22	14.39	0	0	9.56	2.94	0
399-20	172.78	77.78	19.47	-1	0	17.78	3.33	0
373-6	197.92	122.5	18.2	-1.25	27.27	12.42	3.09	0
373-7	187.92	99.17	13.12	0.25	0	15.42	4.97	0
373-8	191.25	119.17	12.28	0.25	0	11.56	3.11	0
373-9	195	106.67	19.05	-0.75	0	13.67	3.5	0
373-10	177.08	96.67	17.78	-1	0	11	2.86	0
373-11	195.83	102.5	12.7	-0.25	0	8.67	3.77	0
373-12	199.58	120	17.36	-1	0	12.67	3.62	0
373-13	184.17	95.42	22.01	-1.5	0	11.33	4.33	0
373-14	161.25	90.83	13.97	-1	0	9.33	3.23	0
373-15	197.92	100.42	16.09	-1.5	0	13.17	4	0
373-16	168.33	86.67	21.17	-0.33	0	10.33	3.44	0
373-17	143.75	67.5	11.85	-1.5	0	13.78	3.68	0
399-23	181.66	86.25	20.32	-1.5	0	10.5	4.48	0
373-19	214.17	119.58	17.78	-1.5	0	11.5	3.74	0
373-20	207.08	112.92	13.97	-0.75	0	14.33	3.26	29.09
373-21	222.08	117.91	23.28	-0.75	0	13	3.06	0
373-22	156.25	78.33	16.51	-1.25	0	10.83	3.36	0
373-23	153.75	80	24.55	-0.75	0	12.42	3.89	0
399-24	189.17	77.5	13.97	-0.75	0	14.33	3.78	0
374-1	212.5	115	13.12	-1.25	0	12.5	3.7	0
374-2	192.92	107.5	15.66	-1	0	14	4.49	0
374-3	205.42	115.41	19.05	-1	0	9.42	4.83	0
374-4	201.67	125	14.39	-0.75	0	12.92	3.97	0
374-5	190.83	96.67	22.86	-1.5	0	13	4.65	0
374-6	212.5	115	23.28	-1	0	14	4.72	0
374-7	191.67	120.55	11.43	-1.67	0	12.33	3.79	0
399-21	217.08	117.5	17.36	-1	0	11.92	4.63	0
374-9	170	77.92	13.12	0.25	0	11.58	4.09	0
374-10	210.84	128.33	16.51	0.5	0	12.33	4.95	0
374-11	229.17	138.33	19.47	-1.75	0	11.25	3.31	0
374-12	229.58	136.67	15.24	-1.5	0	12.67	3.7	0
374-13	177.5	82.92	20.74	-0.5	0	14.33	4.09	0
374-14	224.58	127.92	23.28	-2	0	12.5	3.91	0
374-15	224.17	156.67	11.01	-1.5	0	11.67	3.14	0
374-16	173.33	87.08	15.66	-1.75	0	13.83	4.1	0
374-17	202.08	124.17	9.74	-0.75	0	13.5	3.3	0
374-18	207.08	135.42	16.09	-1.25	0	13.42	3.69	0
374-19	207.22	134.44	16.93	-0.33	0	12.44	3.04	0
374-20	204.58	124.16	16.09	0.25	0	13.33	4.04	0
374-21	189.17	98.75	14.82	-1	0	14.92	3.85	0
374-22	206.25	118.33	25.82	-0.5	0	10.33	3.43	0
374-23	192.92	122.08	15.66	-1.25	0	12.42	2.74	0
399-29	200.42	109.58	12.28	-1.5	0	14.83	3.71	0
374-25	204.58	112.5	16.51	-1	0	11.5	2.93	0
374-26	186.25	88.33	11.01	0.25	0	18.83	3.33	0
374-27	196.67	130.55	19.47	0.67	0	11.22	3.25	0
374-28	153.75	70.42	16.09	-1.25	0	14	2.99	0
374-29	203.75	112.5	15.24	-0.5	0	14.33	3.86	0
375-1	162.92	79.17	13.55	-0.5	0	15.21	3.46	0
375-2	222.08	137.92	19.05	-0.75	0	11.33	3.78	0
375-3	221.25	110.83	19.05	-0.75	0	12.83	4.49	5
375-4	204.17	130	19.3	0.5	0	12.67	3.65	0
375-5	171.67	95	15.66	1	0	10.67	4.05	0
375-6	174.58	85.83	11.43	-0.75	0	14.33	2.93	0
375-7	170	92.08	19.05	-1.75	35	15	3.53	0
375-8	191.11	93.89	20.74	-3	0	12.67	3.05	0
375-9	178.12	85.62	16.09	-1	0	11.83	3.57	0
375-10	215	116.67	11.43	-0.75	0	12.17	3.66	0
375-11	194.17	106.67	13.12	-0.5	0	10.17	3.68	0
375-12	175	88.33	18.2	-1.25	0	11.83	3.55	0
375-13	204.17	107.08	12.7	-0.75	0	12.5	4.13	0
375-14	202.22	112.78	25.82	-2	0	9.22	3.37	0
375-15	220	137.08	20.74	-1.25	0	13.33	3.68	0
375-16	179.58	92.08	16.93	-0.25	0	12.75	4.2	0
375-17	196.25	112.08	13.55	-0.5	0	12.17	4.13	0
375-18	195.83	104.58	12.28	-0.75	0	14	3.59	0
375-19	225.55	111.67	13.97	0	0	13.56	4.83	0
375-20	215.42	126.25	32.17	-1.5	0	12.17	3.8	0
375-21	201.25	107.5	22.01	-1	0	13.08	3.97	0
375-22	192.5	107.5	28.36	-0.25	0	14.17	3.2	0
375-23	157.08	84.58	16.09	-0.75	0	12	3.07	0
375-24	190	110	22.86	-0.67	0	14.22	3.4	0
375-25	207.22	134.44	18.63	-1.33	0	14.44	3.43	0
375-26	192.92	110.83	19.9	0.75	0	13.17	4.71	0
375-27	190.56	119.45	10.58	0.33	0	13.56	3.15	0
375-28	163.75	85	19.05	-0.25	0	14.75	3.02	0
375-29	214.17	111.67	14.39	-0.75	0	12.33	3.99	0
375-30	185.42	120.42	13.97	0.25	0	10.04	3.4	0
376-1	191.25	102.08	18.63	-0.5	0	10.75	3.64	0
376-2	207.92	135	13.12	0.75	0	10.08	3.15	0
399-18	188.33	93.75	15.24	-0.25	0	13	3.08	0
376-4	213.89	120	29.63	-0.67	0	12.22	3.62	0
376-5	163.89	86.67	14.82	0.33	0	11.33	3.63	0
376-6	223.33	137.08	14.39	-0.25	0	10	3.26	0
376-7	190	101.25	17.78	-1	0	12.33	3.53	0
376-8	191.25	107.92	22.01	-0.5	0	15.33	3.31	0
376-9	186.67	117.78	17.78	0.33	0	12.67	4.06	0
376-10	180	90.55	24.13	0	0	13.78	3.36	0
376-11	191.67	82.5	19.47	-1	0	15.17	3.82	0
376-12	185.42	100.42	16.93	-0.25	0	12.17	3.82	0
376-13	205	134.17	11.01	-0.75	0	10.5	3.09	0
376-14	190.42	106.25	16.09	0	0	11.5	3.35	0
376-16	192.78	112.78	18.2	-1	0	9.56	3.66	0
376-17	161.11	87.78	19.9	-0.33	0	14.89	3.5	0
399-27	216.25	122.5	18.2	-0.25	0	12	3.72	0
376-19	185.83	101.67	15.24	-1.25	0	11.33	4.85	0
376-20	172.22	97.22	14.39	0	0	8.89	3.38	0
376-21	184.58	106.25	19.47	-0.5	0	13.17	2.97	0
376-22	203.33	113.75	21.59	-1.25	0	12.58	3.83	0
400-20	196.25	115	13.55	-0.75	0	10.5	3.28	0
376-24	172.08	87.92	22.86	0.25	0	13.08	4.54	0
400-18	182.92	95.42	16.09	-2	0	11.08	2.96	0
376-27	194.44	96.11	15.66	0	0	15.56	3.46	0
400-11	184.58	102.08	13.97	-0.75	0	14.33	3.55	0
376-29	199.17	116.25	11.43	0.5	0	12.17	3.3	0
376-30	177.92	95.84	22.86	-1.25	0	12.83	3.56	0
376-31	166.11	88.33	16.09	0	0	14.56	3.99	0
376-32	205.42	109.16	20.32	-0.75	0	11.5	3.91	0
400-1	178.33	103.33	13.97	-0.75	0	11.42	3.17	0
400-12	199.58	104.58	19.05	-0.5	0	12.58	3.89	0
400-17	206.25	111.25	19.9	-0.5	0	11.33	4.03	0
400-5	194.17	84.17	27.09	-0.75	0	12.42	3.96	0
377-2	223.75	132.5	18.63	-0.75	0	11.33	3.57	0
377-3	196.11	121.11	19.9	0	0	13	3.77	0
377-4	182.5	93.33	22.44	-0.75	0	13	3.72	0
377-5	195.83	120	17.36	0	0	15.5	3.29	0
400-6	177.08	93.33	12.28	0	0	11.33	4.04	0
377-7	174.44	82.78	14.82	-0.33	0	10.33	3.99	0
377-8	172.5	100	15.24	-0.25	0	10.56	3.05	0
377-9	198.75	102.5	20.74	-0.5	0	12.67	4.24	0
377-10	207.08	117.5	19.9	0	0	13.5	3.8	0
377-11	160.42	87.5	11.43	-2	0	9.08	3.14	0
400-13	182.5	93.33	12.7	-1.25	0	14.17	3.29	0
377-13	211.67	121.25	20.74	-1	0	10.33	3.59	0
377-15	205	100.42	13.97	-0.5	0	11.67	3.07	0
377-17	172.92	84.58	13.97	-0.75	0	12	3.2	0
400-21	178.75	96.25	18.63	-0.5	0	15.67	3.59	0
377-19	171.67	79.59	28.79	-1	0	11.83	3.73	0
377-20	174.45	87.22	13.55	-0.33	0	10.33	3.03	0
413-12	194.58	111.67	13.97	-1	0	9.42	4.17	0
377-22	185.83	103.75	18.2	-1.75	0	13	3.52	0
377-23	180	93.33	10.16	0	0	16.42	3.52	0
377-24	189.44	100	12.7	0	0	12.67	3.95	0
377-25	199.44	93.89	14.82	0	0	13.89	3.89	0
377-26	177.92	95.42	14.82	-2.25	0	15	3.41	0
377-27	175	97.5	12.7	-0.75	0	12.67	2.94	11.11
378-1	181.67	102.08	20.32	-1	0	14.42	3.08	0
378-2	200.42	98.75	30.48	-0.5	0	9.75	3.89	0
378-3	192.08	94.17	19.05	-1.25	0	13.67	3.9	0
378-4	191.25	97.5	13.97	-1	0	14.83	4.02	0
378-6	211.25	101.67	26.67	-1	0	11	3.58	0
400-7	168.33	82.5	15.66	-0.5	0	12.92	3.85	0
378-8	164.17	81.67	17.36	-0.5	0	12.83	3.17	0
378-9	215.83	131.25	8.89	-0.75	0	12.5	3.15	0
378-10	201.67	122.08	16.51	-0.5	0	15.42	3.9	0
378-11	176.25	90.42	22.86	0	0	13	3.32	0
378-13	210.42	124.17	16.51	-0.25	0	12.83	3.38	0
378-14	184.58	106.25	18.63	1.75	0	11	3.98	0
378-15	188.75	114.17	13.97	-0.25	0	15.17	2.97	0
378-16	184.17	86.25	24.13	-0.5	0	14	4.1	0
378-17	199.17	106.67	21.59	-0.5	0	11.83	4.01	0
400-23	191.25	116.66	22.01	-0.5	0	13.33	4.03	0
378-19	187.5	92.09	18.2	-0.75	0	15.17	4	0
403-4	197.78	99.44	13.97	-0.67	0	14.67	5.12	0
378-21	205.83	106.25	18.2	-0.75	0	12.17	3.47	0
378-22	158.33	75	12.7	-0.75	0	13.5	3.77	0
378-23	182.92	117.5	9.74	-1	0	8.83	2.84	0
378-24	172.78	83.89	24.13	0.33	0	9.78	3.8	0
378-25	210	96.25	26.25	-0.25	0	9	4.37	0
378-26	210	105.56	19.9	-0.33	0	11.33	3.49	0
378-27	205.83	124.58	9.74	-2.25	0	14.17	3.88	0
378-28	180.42	83.33	22.44	-1.25	0	12.75	4.23	0
378-29	176.25	83.75	19.05	-0.75	0	12.08	3.92	0
378-30	173.54	98.54	12.28	-1	0	8.83	3.34	0
378-31	167.92	93.33	13.55	-0.25	0	11.33	2.75	0
378-32	178.33	86.25	21.17	-1	0	11.33	3.71	0
378-33	202.08	110.83	22.01	-1	0	10.83	2.82	0
378-34	205.42	112.08	16.93	-0.5	0	11.17	4.22	0
378-35	191.67	111.67	24.13	-1.5	0	12.33	3.66	0
401-15	202.09	117.5	20.32	-0.25	0	10.83	4.35	0
379-2	217.92	114.58	13.55	-0.75	0	16.17	3.55	0
379-3	193.33	103.75	11.01	-0.75	0	15.17	3.95	0
379-4	187.92	107.92	16.93	1.25	0	10	3.35	0
379-5	189.59	88.33	24.55	0	0	10.92	3.51	0
379-6	198.33	105.83	15.66	-1.5	0	13	3.82	0
379-7	182.92	90.42	18.63	-0.5	0	14.17	4.26	0
379-8	194.58	118.75	12.28	-1	0	11.58	3.14	0
379-9	193.33	112.5	19.9	-1	0	12.25	3.51	0
379-10	210	125	19.9	-1.25	25	13.17	3.36	0
379-11	180.62	100.62	15.66	-0.75	0	10.17	2.97	0
379-12	177.08	113.33	11.85	-1	0	13.92	2.66	0
379-13	167.5	96.25	17.78	-1	0	10.75	3.27	0
379-14	166.25	83.75	15.24	-0.25	0	13	3.26	0
379-15	177.92	94.17	19.47	-0.5	0	11.83	3.3	0
379-16	167.5	85	13.55	-1.5	0	11	3.44	0
379-17	187.92	97.5	16.93	-0.25	0	14.17	4.58	0
379-18	191.67	104.17	15.66	-0.25	0	10.17	3.85	0
379-19	209.17	125	19.05	-2	0	12.42	3.68	0
379-20	207.92	118.33	14.39	0	0	11.08	3.02	0
401-30	173.75	94.58	21.59	-0.75	0	15.17	2.96	0
379-22	204.17	112.91	17.78	-1.75	0	13.33	3.73	0
379-23	202.08	125	20.74	-0.25	0	10.5	3.4	0
380-1	181.67	106.67	11.01	0	0	12	3.61	0
380-2	152.08	60	22.44	-1.25	0	12.5	3.9	0
380-3	171.67	90.83	15.24	-1.5	0	12.83	3.46	0
380-4	217.71	118.54	24.13	0	0	14	3.13	0
401-19	161.25	77.08	18.2	0	0	13.08	3.45	0
380-6	187.5	112.08	21.59	-1	0	12.5	3.83	0
380-7	182.92	90	15.66	-0.5	0	14.67	3.91	0
401-6	160.62	81.88	13.97	-0.75	30	11.17	3.23	0
401-8	181.25	89.17	26.67	-0.75	0	14.33	3.65	0
401-2	158.75	72.08	21.59	-0.75	0	9.67	3.81	0
380-11	196.67	117.5	14.82	0	0	12.92	2.99	0
395-4	197.09	104.17	25.4	-0.5	0	13.83	3.38	0
380-13	201.67	95	14.82	-1.75	0	16.17	3.85	0
380-14	166.25	74.17	27.09	-1	0	13.17	5.04	0
380-15	222.5	135.83	13.55	-0.25	0	9	3.35	0
380-16	193.89	100	13.97	0	0	11.22	3.34	0
380-17	176.67	92.5	14.39	-1.25	0	11.33	3.54	0
380-18	186.25	105.83	11.85	-1.5	0	12	3.52	0
381-1	190	104.58	15.45	-1.25	0	14	3.87	0
401-21	165	81.67	32.6	-0.5	0	13.92	3.6	0
381-3	167.5	82.09	15.66	-0.75	0	11	4.03	0
381-4	204.17	107.91	15.66	-1	0	11.25	3.7	0
381-5	182.92	91.67	25.4	-1.5	0	12.5	3.47	0
381-6	187.92	95.42	18.2	-1	0	10.5	3.6	0
381-7	173.75	88.33	21.17	-0.75	0	12.5	3.38	0
381-8	193.33	105.42	16.51	-1.25	0	14.17	3.67	0
381-9	190.55	101.11	21.17	0.67	0	12	3.9	0
381-10	188.89	117.78	21.17	-0.33	0	9.83	2.7	0
381-11	180	88.89	15.24	-0.33	0	12	3.01	0
381-12	185	94.59	13.97	0	0	13.83	3.48	0
381-14	188.75	112.5	12.28	-0.5	0	10.25	4.02	0
381-15	211.25	124.58	19.9	-0.5	0	9.5	3.71	0
401-20	223.33	121.66	27.09	-0.33	0	8.78	4.56	0
381-17	191.25	106.25	18.84	-0.5	0	12.5	4.17	0
381-19	200.83	109.17	13.12	-0.5	0	10.67	3.26	0
381-20	203.33	118.75	12.7	-1.5	0	11.33	3.36	0
381-21	186.04	104.17	16.93	-0.5	0	8.67	3.26	0
381-22	165.42	97.5	11.01	-0.75	0	14.17	3.36	0
381-23	187.08	120.42	11.85	0	0	10.5	2.27	0
381-24	200.83	105.42	17.36	-1	0	9.67	3.24	0
381-25	203.75	124.17	19.05	-0.25	0	12	3.3	0
381-26	196.11	100	18.63	-0.33	0	14.44	3.75	0
381-27	198.75	117.08	8.89	-0.75	11.54	13	3.11	0
381-28	166.11	87.78	12.7	-0.33	0	11.22	4.25	0
381-29	215.56	117.22	24.13	0	0	13.56	3.76	0
381-30	170.42	91.67	16.51	-0.75	0	11.67	2.99	0
395-23	181.67	108.75	15.66	1	0	9.5	3.01	0
382-2	182.5	111.67	20.32	-1	0	13	3.11	0
382-3	204.17	117.92	14.82	0	0	10.83	4.69	0
382-6	203.33	131.67	16.09	-0.33	0	13.33	3.71	0
401-34	175.42	95.42	16.51	-0.25	0	12.83	3.06	0
382-9	161.67	85.83	13.55	0.75	0	12.17	4.08	0
382-10	212.08	111.25	16.93	-0.25	0	11.67	2.97	0
382-11	201.25	121.25	21.59	0	0	11.17	3.19	0
382-12	138.33	71.25	16.51	-0.75	0	12.89	2.36	0
382-13	215.83	122.5	16.51	-0.25	0	14.5	3.88	0
382-14	205.56	107.22	18.2	0	0	10.89	3.95	0
382-15	175.42	97.5	13.55	0	0	12.17	3.63	0
382-16	181.25	95.83	16.09	-0.75	0	13.33	3.38	0
382-17	220	137.5	22.01	0.25	0	13.5	3.56	0
382-18	199.17	119.58	13.12	0	0	11.83	4.59	0
382-19	217.22	125	20.32	-0.67	0	14.78	3.61	0
382-20	170	100.42	12.7	-0.5	0	9.67	3.64	0
401-24	201.11	112.78	11.43	0	0	14.22	3.53	0
382-22	164.58	64.17	11.43	-1.25	0	12	2.87	0
382-23	196.87	100.42	19.05	-1.25	0	11.56	3.43	0
382-24	196.11	109.45	19.9	0.5	0	11.17	2.79	0
401-26	179.17	82.5	13.55	-1.25	0	12.44	4.26	0
395-24	223.33	127.92	23.71	-1	0	10	3.79	0
401-12	172.5	92.08	23.28	-1.25	0	12	4.03	0
401-29	194.58	107.08	17.78	0	0	14.58	3.79	0
401-31	209.17	105.42	19.47	0.75	0	13.67	3.86	0
401-9	191.11	121.11	22.01	-0.33	0	14.67	4.33	0
402-2	197.78	121.67	14.39	0.33	0	10.89	3.87	0
402-3	187.08	105.83	17.78	-2.25	0	12.33	3.43	0
402-1	182.92	102.08	17.36	-0.5	0	12	3.76	0
383-1	169.17	85.83	11.01	0.25	0	13.83	3.18	0
383-2	193.75	105.42	16.09	-0.75	0	11.33	5.05	0
383-4	189.58	106.46	13.97	-0.25	30.56	12.17	2.95	0
400-10	169.17	85.83	23.28	0	0	12.17	3.35	0
383-6	202.5	124.17	15.24	-0.5	0	11.33	3.91	0
403-16	219.17	138.75	19.9	-1	0	13.67	3.38	0
383-9	185.83	108.75	14.82	-1	0	11.33	3.51	0
403-8	160.83	74.17	20.74	0	25	12.5	3.48	0
383-11	171.67	91.25	11.43	-0.5	0	12.33	3.18	0
383-12	218.75	122.92	20.32	-0.75	0	11.08	3.42	0
383-13	177.5	96.67	10.58	-0.75	0	14.17	3.36	0
383-14	167.92	81.25	22.44	-0.25	0	14	3.34	0
383-15	183.33	102.78	27.52	0.67	0	11.56	3.97	0
383-16	208.33	127.08	20.74	-1.25	0	14.5	3.78	0
383-17	182.5	86.67	12.7	-2	0	13.92	3.6	0
383-18	178.33	91.25	22.44	-1	0	13	3.91	0
383-19	171.67	99.58	13.55	-0.5	0	12.83	3.58	0
383-20	193.89	98.33	18.2	-1.33	0	14.56	3.73	0
383-21	188.89	90	20.74	-0.33	0	13.44	3.45	0
383-22	211.67	117.5	19.05	-0.25	6.25	9.67	3.78	0
403-13	201.25	110.83	10.58	-1.25	0	11.75	3.48	0
403-10	191.25	103.75	11.85	0	0	11.33	4.41	0
403-11	182.92	90.42	17.78	-1.5	0	13	3.81	0
403-7	166.67	92.92	12.7	-3	0	13.5	3.57	0
403-1	177.08	93.75	18.2	-1	0	12.33	3.88	0
404-22	184.17	100.42	19.05	-0.5	0	9.92	3.7	0
395-26	179.58	94.17	21.59	-2.5	0	11.58	3.51	0
384-2	156.87	85	11.85	0	0	12.83	3.4	0
384-3	202.22	107.78	21.59	-0.33	0	12.67	3.6	0
384-4	212.5	120	16.93	0	0	10.67	3.74	0
384-5	191.67	116.25	17.36	0.25	0	10.83	3.66	0
384-6	205	102.22	18.63	-0.67	0	13.56	3.35	0
384-7	175	100.41	21.59	-0.25	0	10.83	3.58	0
384-8	197.5	125.83	16.51	-0.5	0	10.67	3.44	0
384-9	192.92	104.58	12.28	-0.75	0	10.25	3.51	0
384-10	168.75	82.08	16.09	0	0	10.92	2.96	0
384-11	205.83	124.58	13.12	-0.5	0	10.83	3.51	0
384-12	180.42	106.25	13.12	-1.25	0	13.67	4.05	0
404-2	177.92	82.09	19.9	0.25	12.5	14.67	3.16	0
384-14	172.08	97.5	21.59	-1.25	0	12.83	3	0
384-15	174.17	86.08	22.01	-0.25	0	11.83	3.64	0
403-28	190	116.67	14.82	-1.75	0	12.5	3.89	0
384-17	180	81.25	16.51	-1.5	0	13.08	4.2	0
384-18	217.92	123.75	18.63	-0.5	0	12	3.69	0
384-19	182.08	96.25	9.74	-0.5	0	11.56	2.94	0
384-20	219.17	115	25.4	0.5	0	11.83	4.01	0
384-21	191.67	98.33	33.44	-1.5	0	10.75	2.95	0
384-22	224.17	132.08	14.39	-2	0	12	3.14	0
385-2	179.58	100.83	14.82	-0.25	0	13.17	3.02	0
385-3	205.42	110.83	20.74	-1	0	12.58	3.93	0
385-5	202.92	114.17	20.32	-1.25	0	11.67	3.65	0
385-6	203.33	120.56	16.51	0	0	12.56	4.39	0
385-7	211.5	115.83	15.66	-0.25	0	16.67	3.73	0
385-8	199.58	114.17	15.24	-2	0	14	3.51	0
385-11	179.17	103.34	17.99	-0.25	0	9.75	3.13	0
385-12	189.17	97.5	20.74	-2.75	0	12.5	3.65	0
385-13	150	71.25	12.28	1.67	0	14	4	0
385-14	211.67	119.16	18.63	0	0	12.33	3.54	0
385-15	198.33	101.67	15.66	-0.25	0	11.5	3.47	0
385-16	184.45	96.11	16.09	0	0	13.67	3.22	0
385-17	196.11	82.78	13.12	0	0	14.89	3.76	0
395-6	198.33	96.67	13.55	0	0	12.83	3.98	0
385-20	170	92.5	19.47	-0.25	0	12.75	3.79	0
385-21	189.44	123.89	16.09	-1	0	10.22	2.25	0
385-22	177.5	108.33	15.24	-1.25	0	15	3.21	0
386-1	194.58	89.58	16.51	-0.75	0	16.67	3.25	0
386-2	179.17	83.75	19.05	-0.75	0	11.75	3.64	0
386-3	205.89	117.78	24.98	-0.67	0	12.22	3.51	0
386-4	191.67	91.25	13.55	0	0	12.17	3.58	0
386-5	187.5	111.67	9.74	-1.75	0	11.67	3.32	0
386-6	212.22	116.67	15.24	-0.33	0	12.22	3.92	0
386-7	197.22	130.56	13.97	0	0	12.44	3.41	0
386-9	201.67	101.67	22.01	-0.25	0	12.25	3.34	0
386-10	165.83	90	16.09	-0.75	0	12.17	3.92	0
413-4	177.22	77.78	12.28	0	0	14.22	3.88	0
386-12	185	107.33	11.01	0	0	10.83	3.81	0
404-13	215	115	22.44	0.33	0	12.22	4.05	0
386-14	185	98.34	14.39	-0.5	0	10.67	4.1	0
386-15	187.08	96.25	23.71	-0.75	0	13.17	3.51	0
386-16	172.22	93.89	14.39	-0.33	0	14.33	3.89	0
386-17	205.42	118.75	19.05	-0.5	0	11.83	3.61	0
387-1	177.08	93.33	16.09	0	0	10.5	3.32	0
387-2	206.67	116.25	19.47	-0.5	0	15	3.48	0
387-3	186.67	90	11.01	-0.67	0	13.11	3.72	0
387-4	205.83	114.58	15.24	-0.75	0	13	4.23	0
387-5	160	72.5	19.47	-0.25	0	12.67	3.12	0
387-6	172.92	92.08	12.7	-1.5	0	11.11	3.68	0
387-7	172.5	101.67	19.05	0	0	12.11	3.49	0
387-8	215.42	120	12.28	-0.25	0	10.17	3.24	0
